1,0.0176429749
1,0.0028610229
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0026226044
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0016689301
1,0.0021457672
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0021457672
1,0.0016689301
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0016689301
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0016689301
1,0.0021457672
1,0.0021457672
1,0.0016689301
1,0.0016689301
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0021457672
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0019073486
