1,0.0030994415
1,0.0023841858
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0016689301
1,0.0016689301
1,0.0021457672
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0021457672
1,0.0016689301
1,0.0021457672
1,0.0016689301
1,0.0019073486
1,0.0021457672
1,0.0016689301
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0016689301
1,0.0019073486
1,0.0016689301
1,0.0021457672
1,0.0019073486
1,0.0021457672
1,0.0016689301
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0016689301
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0016689301
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0016689301
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0016689301
1,0.0019073486
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0021457672
1,0.0021457672
1,0.0021457672
1,0.0019073486
1,0.0016689301
1,0.0016689301
1,0.0019073486
1,0.0019073486
1,0.0016689301
1,0.0021457672
1,0.0019073486
1,0.0021457672
